transaction_id,date,customer_id,customer_name,product_id,product_name,category,price,merchant_id,merchant_name,distributor_id,distributor_name,commission_percentage
T0688,2025-01-03,C008,Customer_43,P007,Product_39,Electronics,130.6,M044,Merchant_12,D07,Distributor_1,0.01
T0689,2025-01-24,C100,Customer_130,P028,Product_5,Electronics,178.84,M017,Merchant_44,D05,Distributor_2,0.01
T0690,2025-01-25,C145,Customer_106,P044,Product_2,Electronics,241.7,M022,Merchant_17,D08,Distributor_1,0.01
T0691,2025-01-29,C138,Customer_60,P041,Product_20,Clothing,31.88,M025,Merchant_36,D10,Distributor_2,0.007
T0692,2025-01-30,C138,Customer_159,P039,Product_40,Furniture,13.94,M041,Merchant_24,D06,Distributor_5,0.01
T0693,2025-01-28,C024,Customer_113,P050,Product_28,Electronics,20.76,M025,Merchant_39,D06,Distributor_9,0.01
T0694,2025-01-27,C200,Customer_171,P023,Product_9,Electronics,393.95,M041,Merchant_6,D01,Distributor_9,0.01
T0695,2025-01-11,C188,Customer_138,P019,Product_21,Electronics,40.11,M020,Merchant_16,D09,Distributor_10,0.01
T0696,2025-01-28,C048,Customer_4,P004,Product_45,Clothing,366.31,M027,Merchant_46,D10,Distributor_8,0.007
T0697,2025-01-05,C019,Customer_9,P013,Product_45,Clothing,407.5,M016,Merchant_47,D08,Distributor_10,0.007
T0698,2025-01-02,C038,Customer_176,P011,Product_3,Clothing,85.28,M025,Merchant_23,D03,Distributor_1,0.007
T0699,2025-01-15,C057,Customer_97,P021,Product_27,Books,160.82,M027,Merchant_39,D04,Distributor_1,0.008
T0700,2025-01-30,C057,Customer_24,P032,Product_25,Groceries,189.38,M049,Merchant_37,D04,Distributor_6,0.005
T0701,2025-01-17,C131,Customer_78,P029,Product_15,Furniture,418.06,M027,Merchant_30,D10,Distributor_2,0.01
T0702,2025-01-04,C025,Customer_171,P029,Product_23,Electronics,252.48,M041,Merchant_11,D04,Distributor_8,0.01
T0703,2025-01-10,C045,Customer_114,P001,Product_3,Furniture,247.65,M041,Merchant_29,D08,Distributor_9,0.01
T0704,2025-01-02,C112,Customer_88,P017,Product_25,Clothing,425.66,M023,Merchant_4,D03,Distributor_8,0.007
T0705,2025-01-18,C131,Customer_17,P022,Product_12,Books,468.12,M029,Merchant_12,D04,Distributor_7,0.008
T0706,2025-01-07,C107,Customer_9,P045,Product_37,Groceries,31.0,M028,Merchant_41,D08,Distributor_5,0.005
T0707,2025-01-12,C048,Customer_96,P014,Product_40,Electronics,232.03,M036,Merchant_19,D03,Distributor_1,0.01
T0708,2025-01-26,C055,Customer_187,P042,Product_23,Electronics,225.22,M031,Merchant_3,D03,Distributor_10,0.01
T0709,2025-01-03,C054,Customer_106,P020,Product_47,Books,58.79,M009,Merchant_22,D04,Distributor_6,0.008
T0710,2025-01-22,C173,Customer_192,P003,Product_37,Clothing,330.95,M024,Merchant_20,D03,Distributor_10,0.007
T0711,2025-01-26,C053,Customer_192,P046,Product_7,Books,384.46,M025,Merchant_20,D02,Distributor_9,0.008
T0712,2025-01-13,C103,Customer_121,P048,Product_16,Groceries,485.65,M021,Merchant_32,D05,Distributor_3,0.005
T0713,2025-01-15,C026,Customer_178,P045,Product_7,Electronics,390.5,M030,Merchant_28,D06,Distributor_4,0.01
T0714,2025-01-05,C140,Customer_199,P018,Product_36,Books,416.29,M013,Merchant_29,D03,Distributor_10,0.008
T0715,2025-01-20,C091,Customer_147,P038,Product_8,Groceries,50.92,M020,Merchant_19,D09,Distributor_4,0.005
T0716,2025-01-21,C114,Customer_188,P002,Product_39,Groceries,417.6,M044,Merchant_32,D07,Distributor_4,0.005
T0717,2025-01-23,C122,Customer_163,P037,Product_7,Groceries,410.28,M022,Merchant_5,D10,Distributor_6,0.005
T0718,2025-01-11,C171,Customer_79,P004,Product_8,Clothing,148.01,M014,Merchant_18,D06,Distributor_2,0.007
T0719,2025-01-10,C066,Customer_182,P015,Product_26,Books,83.52,M018,Merchant_17,D06,Distributor_2,0.008
T0720,2025-01-08,C137,Customer_20,P043,Product_29,Groceries,476.96,M036,Merchant_26,D08,Distributor_9,0.005
T0721,2025-01-10,C095,Customer_114,P046,Product_6,Books,480.58,M025,Merchant_30,D08,Distributor_1,0.008
T0722,2025-01-16,C171,Customer_151,P028,Product_25,Clothing,104.6,M008,Merchant_50,D06,Distributor_7,0.007
T0723,2025-01-31,C022,Customer_47,P023,Product_2,Clothing,494.43,M045,Merchant_4,D06,Distributor_4,0.007
T0724,2025-01-30,C170,Customer_90,P032,Product_24,Groceries,148.23,M013,Merchant_22,D02,Distributor_4,0.005
T0725,2025-01-09,C038,Customer_68,P040,Product_12,Furniture,429.6,M018,Merchant_37,D09,Distributor_8,0.01
T0726,2025-01-23,C030,Customer_180,P046,Product_19,Furniture,399.77,M028,Merchant_32,D05,Distributor_8,0.01
T0727,2025-01-27,C162,Customer_53,P020,Product_2,Books,126.84,M023,Merchant_11,D08,Distributor_4,0.008
T0728,2025-01-25,C086,Customer_21,P045,Product_29,Groceries,465.38,M024,Merchant_46,D07,Distributor_4,0.005
T0729,2025-01-04,C102,Customer_56,P046,Product_46,Books,474.53,M006,Merchant_9,D02,Distributor_2,0.008
T0730,2025-01-15,C167,Customer_162,P012,Product_48,Electronics,85.41,M032,Merchant_36,D06,Distributor_1,0.01
T0731,2025-01-30,C156,Customer_152,P009,Product_50,Groceries,74.65,M047,Merchant_26,D09,Distributor_2,0.005
T0732,2025-01-30,C100,Customer_159,P050,Product_12,Clothing,198.22,M009,Merchant_41,D03,Distributor_9,0.007
T0733,2025-01-15,C032,Customer_7,P006,Product_14,Furniture,144.41,M030,Merchant_18,D04,Distributor_6,0.01
T0734,2025-01-09,C111,Customer_1,P003,Product_25,Electronics,35.61,M044,Merchant_12,D05,Distributor_4,0.01
T0735,2025-01-01,C036,Customer_33,P047,Product_38,Groceries,135.83,M041,Merchant_39,D09,Distributor_1,0.005
T0736,2025-01-12,C063,Customer_146,P037,Product_32,Clothing,72.56,M028,Merchant_7,D08,Distributor_5,0.007
T0737,2025-01-15,C109,Customer_109,P024,Product_10,Clothing,111.81,M032,Merchant_32,D03,Distributor_6,0.007
T0738,2025-01-21,C097,Customer_32,P043,Product_43,Books,419.59,M019,Merchant_47,D02,Distributor_6,0.008
T0739,2025-01-06,C130,Customer_130,P021,Product_34,Electronics,99.42,M029,Merchant_2,D10,Distributor_2,0.01
T0740,2025-01-05,C023,Customer_158,P007,Product_7,Clothing,467.94,M028,Merchant_22,D06,Distributor_7,0.007
T0741,2025-01-08,C122,Customer_172,P027,Product_37,Groceries,17.95,M044,Merchant_40,D10,Distributor_6,0.005
T0742,2025-01-14,C081,Customer_11,P031,Product_23,Groceries,188.19,M021,Merchant_38,D08,Distributor_5,0.005
T0743,2025-01-13,C074,Customer_135,P013,Product_21,Groceries,252.83,M035,Merchant_18,D03,Distributor_10,0.005
T0744,2025-01-28,C186,Customer_133,P048,Product_50,Clothing,366.48,M046,Merchant_8,D09,Distributor_6,0.007
T0745,2025-01-09,C109,Customer_190,P010,Product_10,Electronics,357.49,M048,Merchant_32,D09,Distributor_9,0.01
T0746,2025-01-26,C164,Customer_9,P029,Product_41,Furniture,42.24,M030,Merchant_12,D07,Distributor_2,0.01
T0747,2025-01-09,C072,Customer_91,P048,Product_17,Clothing,457.09,M013,Merchant_42,D04,Distributor_1,0.007
T0748,2025-01-25,C198,Customer_91,P029,Product_10,Clothing,387.68,M041,Merchant_10,D03,Distributor_2,0.007
T0749,2025-01-26,C174,Customer_56,P043,Product_13,Furniture,257.35,M016,Merchant_13,D04,Distributor_6,0.01
T0750,2025-01-03,C139,Customer_13,P040,Product_24,Groceries,119.81,M012,Merchant_11,D07,Distributor_1,0.005
T0751,2025-01-16,C127,Customer_50,P041,Product_48,Groceries,471.28,M041,Merchant_29,D02,Distributor_10,0.005
T0752,2025-01-11,C159,Customer_131,P015,Product_20,Electronics,230.08,M008,Merchant_49,D06,Distributor_2,0.01
T0753,2025-01-29,C095,Customer_39,P004,Product_46,Electronics,463.21,M016,Merchant_19,D07,Distributor_6,0.01
T0754,2025-01-25,C041,Customer_135,P006,Product_45,Clothing,78.15,M002,Merchant_48,D09,Distributor_8,0.007
T0755,2025-01-13,C097,Customer_186,P050,Product_46,Electronics,319.86,M021,Merchant_50,D06,Distributor_10,0.01
T0756,2025-01-23,C127,Customer_175,P032,Product_2,Clothing,468.76,M023,Merchant_31,D04,Distributor_9,0.007
T0757,2025-01-04,C016,Customer_106,P028,Product_5,Groceries,311.58,M050,Merchant_21,D04,Distributor_3,0.005
T0758,2025-01-04,C078,Customer_115,P040,Product_27,Electronics,460.49,M011,Merchant_16,D02,Distributor_6,0.01
T0759,2025-01-24,C032,Customer_92,P049,Product_4,Furniture,49.3,M026,Merchant_19,D07,Distributor_2,0.01
T0760,2025-01-26,C109,Customer_68,P022,Product_15,Books,274.33,M015,Merchant_10,D03,Distributor_4,0.008
T0761,2025-01-13,C109,Customer_27,P013,Product_33,Clothing,455.14,M036,Merchant_21,D03,Distributor_3,0.007
T0762,2025-01-19,C068,Customer_110,P017,Product_39,Furniture,260.55,M048,Merchant_16,D08,Distributor_2,0.01
T0763,2025-01-28,C176,Customer_65,P007,Product_46,Clothing,216.97,M015,Merchant_24,D05,Distributor_6,0.007
T0764,2025-01-19,C036,Customer_154,P031,Product_37,Furniture,496.46,M035,Merchant_13,D06,Distributor_3,0.01
T0765,2025-01-22,C001,Customer_109,P031,Product_50,Books,285.43,M048,Merchant_31,D03,Distributor_2,0.008
T0766,2025-01-05,C184,Customer_177,P026,Product_50,Groceries,356.85,M034,Merchant_42,D08,Distributor_2,0.005
T0767,2025-01-10,C185,Customer_128,P038,Product_50,Electronics,225.25,M030,Merchant_21,D10,Distributor_6,0.01
T0768,2025-01-11,C059,Customer_137,P037,Product_1,Clothing,101.62,M046,Merchant_49,D02,Distributor_5,0.007
T0769,2025-01-23,C061,Customer_66,P008,Product_40,Books,342.03,M006,Merchant_6,D02,Distributor_2,0.008
T0770,2025-01-06,C127,Customer_14,P049,Product_20,Clothing,57.03,M007,Merchant_32,D08,Distributor_4,0.007
T0771,2025-01-04,C164,Customer_96,P039,Product_6,Books,409.61,M035,Merchant_50,D03,Distributor_8,0.008
T0772,2025-01-16,C103,Customer_103,P015,Product_22,Clothing,464.27,M031,Merchant_17,D07,Distributor_5,0.007
T0773,2025-01-22,C146,Customer_197,P003,Product_41,Electronics,394.47,M039,Merchant_49,D05,Distributor_9,0.01
T0774,2025-01-31,C153,Customer_180,P001,Product_30,Electronics,341.34,M041,Merchant_36,D01,Distributor_7,0.01
T0775,2025-01-07,C189,Customer_164,P008,Product_32,Furniture,30.86,M033,Merchant_48,D05,Distributor_3,0.01
T0776,2025-01-28,C107,Customer_174,P024,Product_37,Groceries,394.99,M028,Merchant_26,D09,Distributor_10,0.005
T0777,2025-01-29,C058,Customer_9,P029,Product_38,Clothing,117.75,M015,Merchant_5,D01,Distributor_6,0.007
T0778,2025-01-23,C157,Customer_92,P010,Product_25,Electronics,83.65,M011,Merchant_21,D08,Distributor_8,0.01
T0779,2025-01-29,C079,Customer_127,P050,Product_33,Electronics,452.4,M050,Merchant_7,D01,Distributor_9,0.01
T0780,2025-01-15,C102,Customer_122,P002,Product_28,Books,451.61,M034,Merchant_33,D04,Distributor_1,0.008
T0781,2025-01-21,C130,Customer_14,P040,Product_28,Books,273.01,M033,Merchant_20,D07,Distributor_9,0.008
T0782,2025-01-26,C070,Customer_103,P026,Product_4,Electronics,36.42,M042,Merchant_44,D05,Distributor_1,0.01
T0783,2025-01-19,C082,Customer_40,P020,Product_6,Groceries,107.52,M015,Merchant_41,D03,Distributor_3,0.005
T0784,2025-01-05,C175,Customer_73,P007,Product_27,Groceries,242.66,M035,Merchant_45,D05,Distributor_7,0.005
T0785,2025-01-11,C124,Customer_100,P045,Product_33,Electronics,468.18,M048,Merchant_1,D05,Distributor_6,0.01
T0786,2025-01-03,C194,Customer_160,P046,Product_4,Clothing,449.71,M033,Merchant_7,D05,Distributor_9,0.007
T0787,2025-01-22,C170,Customer_167,P029,Product_8,Electronics,79.98,M022,Merchant_15,D07,Distributor_5,0.01
T0788,2025-01-24,C109,Customer_85,P037,Product_12,Groceries,80.73,M042,Merchant_23,D08,Distributor_10,0.005
T0789,2025-01-19,C012,Customer_122,P020,Product_49,Clothing,50.87,M029,Merchant_47,D06,Distributor_2,0.007
T0790,2025-01-03,C199,Customer_135,P050,Product_12,Books,173.02,M041,Merchant_46,D04,Distributor_9,0.008
T0791,2025-01-01,C026,Customer_2,P029,Product_46,Electronics,425.93,M014,Merchant_30,D10,Distributor_3,0.01
T0792,2025-01-12,C058,Customer_149,P041,Product_17,Clothing,381.27,M038,Merchant_32,D08,Distributor_10,0.007
T0793,2025-01-22,C098,Customer_5,P026,Product_9,Clothing,284.0,M007,Merchant_9,D01,Distributor_7,0.007
T0794,2025-01-27,C033,Customer_35,P003,Product_22,Furniture,312.69,M005,Merchant_41,D04,Distributor_5,0.01
T0795,2025-01-02,C052,Customer_177,P012,Product_24,Books,244.97,M032,Merchant_3,D06,Distributor_10,0.008
T0796,2025-01-25,C081,Customer_47,P035,Product_14,Electronics,444.52,M001,Merchant_40,D10,Distributor_4,0.01
T0797,2025-01-11,C062,Customer_116,P004,Product_10,Books,308.13,M011,Merchant_49,D05,Distributor_8,0.008
T0798,2025-01-15,C119,Customer_110,P013,Product_16,Books,110.98,M030,Merchant_47,D04,Distributor_8,0.008
T0799,2025-01-03,C029,Customer_176,P050,Product_36,Groceries,345.45,M040,Merchant_9,D02,Distributor_8,0.005
T0800,2025-01-30,C082,Customer_198,P024,Product_15,Clothing,253.73,M049,Merchant_36,D02,Distributor_2,0.007
T0801,2025-01-27,C153,Customer_184,P004,Product_32,Groceries,178.09,M047,Merchant_20,D02,Distributor_6,0.005
T0802,2025-01-29,C195,Customer_40,P047,Product_31,Groceries,419.72,M009,Merchant_44,D08,Distributor_5,0.005
T0803,2025-01-30,C038,Customer_131,P013,Product_6,Groceries,397.74,M010,Merchant_23,D08,Distributor_5,0.005
T0804,2025-01-13,C154,Customer_84,P034,Product_32,Furniture,168.48,M048,Merchant_23,D05,Distributor_8,0.01
T0805,2025-01-20,C002,Customer_61,P036,Product_14,Books,33.73,M017,Merchant_4,D09,Distributor_7,0.008
T0806,2025-01-10,C059,Customer_112,P028,Product_8,Clothing,19.71,M035,Merchant_18,D01,Distributor_1,0.007
T0807,2025-01-22,C173,Customer_107,P002,Product_11,Furniture,251.98,M038,Merchant_44,D10,Distributor_1,0.01
T0808,2025-01-11,C167,Customer_153,P045,Product_14,Groceries,112.39,M012,Merchant_5,D07,Distributor_2,0.005
T0809,2025-01-15,C095,Customer_14,P001,Product_40,Furniture,200.85,M021,Merchant_6,D02,Distributor_8,0.01
T0810,2025-01-17,C175,Customer_191,P050,Product_20,Groceries,186.27,M023,Merchant_1,D10,Distributor_6,0.005
T0811,2025-01-23,C045,Customer_96,P006,Product_1,Books,34.5,M011,Merchant_44,D07,Distributor_6,0.008
T0812,2025-01-17,C064,Customer_29,P007,Product_44,Electronics,154.4,M012,Merchant_42,D07,Distributor_3,0.01
T0813,2025-01-03,C047,Customer_185,P042,Product_40,Books,103.93,M050,Merchant_12,D10,Distributor_7,0.008
T0814,2025-01-09,C159,Customer_65,P002,Product_4,Groceries,323.95,M009,Merchant_28,D10,Distributor_8,0.005
T0815,2025-01-03,C192,Customer_137,P040,Product_7,Books,198.8,M038,Merchant_7,D05,Distributor_3,0.008
T0816,2025-01-15,C101,Customer_136,P006,Product_16,Books,333.79,M018,Merchant_45,D05,Distributor_8,0.008
T0817,2025-01-07,C025,Customer_178,P021,Product_48,Electronics,309.12,M037,Merchant_28,D01,Distributor_4,0.01
T0818,2025-01-03,C050,Customer_94,P039,Product_6,Electronics,208.01,M012,Merchant_9,D03,Distributor_5,0.01
T0819,2025-01-09,C113,Customer_58,P040,Product_46,Electronics,168.39,M024,Merchant_25,D06,Distributor_8,0.01
T0820,2025-01-08,C059,Customer_178,P022,Product_44,Groceries,301.17,M042,Merchant_2,D09,Distributor_8,0.005
T0821,2025-01-16,C100,Customer_49,P007,Product_13,Clothing,327.28,M035,Merchant_23,D05,Distributor_2,0.007
T0822,2025-01-15,C109,Customer_151,P014,Product_1,Electronics,155.65,M009,Merchant_14,D03,Distributor_4,0.01
T0823,2025-01-21,C161,Customer_136,P034,Product_46,Groceries,42.68,M005,Merchant_15,D05,Distributor_1,0.005
T0824,2025-01-12,C186,Customer_75,P001,Product_33,Furniture,105.23,M002,Merchant_28,D01,Distributor_8,0.01
T0825,2025-01-03,C143,Customer_151,P006,Product_24,Books,307.93,M022,Merchant_6,D10,Distributor_10,0.008
T0826,2025-01-16,C189,Customer_164,P040,Product_39,Furniture,267.14,M015,Merchant_50,D01,Distributor_8,0.01
T0827,2025-01-31,C085,Customer_57,P042,Product_29,Clothing,301.57,M021,Merchant_35,D04,Distributor_5,0.007
T0828,2025-01-08,C085,Customer_107,P018,Product_30,Electronics,415.0,M044,Merchant_31,D02,Distributor_6,0.01
T0829,2025-01-13,C070,Customer_6,P023,Product_25,Furniture,414.49,M006,Merchant_18,D01,Distributor_6,0.01
T0830,2025-01-02,C148,Customer_95,P023,Product_23,Books,194.13,M040,Merchant_32,D08,Distributor_6,0.008
T0831,2025-01-07,C153,Customer_191,P029,Product_10,Electronics,259.8,M007,Merchant_49,D04,Distributor_3,0.01
T0832,2025-01-04,C113,Customer_68,P046,Product_5,Furniture,330.96,M037,Merchant_32,D01,Distributor_8,0.01
T0833,2025-01-28,C125,Customer_80,P014,Product_46,Furniture,413.44,M050,Merchant_1,D08,Distributor_5,0.01
T0834,2025-01-24,C132,Customer_96,P021,Product_45,Electronics,356.36,M012,Merchant_47,D10,Distributor_1,0.01
T0835,2025-01-19,C073,Customer_114,P025,Product_42,Books,330.3,M015,Merchant_4,D07,Distributor_5,0.008
T0836,2025-01-20,C196,Customer_19,P044,Product_35,Furniture,313.9,M012,Merchant_6,D01,Distributor_10,0.01
T0837,2025-01-13,C109,Customer_153,P018,Product_6,Groceries,65.52,M013,Merchant_14,D06,Distributor_3,0.005
T0838,2025-01-05,C001,Customer_90,P033,Product_42,Furniture,84.37,M019,Merchant_39,D06,Distributor_4,0.01
T0839,2025-01-24,C170,Customer_173,P050,Product_33,Furniture,299.03,M009,Merchant_1,D04,Distributor_5,0.01
T0840,2025-01-30,C137,Customer_88,P033,Product_16,Clothing,166.89,M003,Merchant_11,D02,Distributor_2,0.007
T0841,2025-01-20,C058,Customer_116,P028,Product_33,Groceries,194.66,M029,Merchant_29,D05,Distributor_9,0.005
T0842,2025-01-14,C004,Customer_12,P031,Product_48,Furniture,132.45,M014,Merchant_16,D02,Distributor_2,0.01
T0843,2025-01-03,C130,Customer_108,P039,Product_17,Clothing,382.01,M031,Merchant_3,D07,Distributor_5,0.007
T0844,2025-01-30,C102,Customer_141,P012,Product_8,Books,473.21,M018,Merchant_47,D10,Distributor_5,0.008
T0845,2025-01-13,C177,Customer_167,P020,Product_14,Clothing,97.68,M014,Merchant_29,D08,Distributor_8,0.007
T0846,2025-01-31,C087,Customer_38,P045,Product_34,Books,341.44,M048,Merchant_5,D09,Distributor_9,0.008
T0847,2025-01-25,C019,Customer_28,P005,Product_29,Books,182.04,M020,Merchant_28,D10,Distributor_1,0.008
T0848,2025-01-04,C119,Customer_111,P006,Product_43,Books,238.33,M048,Merchant_14,D09,Distributor_8,0.008
T0849,2025-01-24,C157,Customer_177,P025,Product_12,Furniture,492.06,M021,Merchant_1,D02,Distributor_1,0.01
T0850,2025-01-24,C076,Customer_74,P031,Product_13,Groceries,292.75,M030,Merchant_49,D07,Distributor_10,0.005
T0851,2025-01-30,C051,Customer_43,P045,Product_30,Furniture,323.62,M008,Merchant_29,D06,Distributor_1,0.01
T0852,2025-01-19,C165,Customer_2,P019,Product_49,Electronics,219.02,M049,Merchant_48,D03,Distributor_2,0.01
T0853,2025-01-22,C119,Customer_200,P021,Product_11,Clothing,267.24,M013,Merchant_5,D03,Distributor_2,0.007
T0854,2025-01-12,C017,Customer_78,P014,Product_45,Electronics,54.34,M042,Merchant_29,D07,Distributor_5,0.01
T0855,2025-01-17,C145,Customer_48,P011,Product_6,Books,238.88,M034,Merchant_47,D09,Distributor_4,0.008
T0856,2025-01-18,C094,Customer_62,P023,Product_1,Electronics,131.67,M009,Merchant_10,D08,Distributor_7,0.01
T0857,2025-01-17,C074,Customer_152,P004,Product_20,Furniture,497.27,M012,Merchant_39,D02,Distributor_8,0.01
T0858,2025-01-01,C103,Customer_3,P025,Product_38,Clothing,465.25,M003,Merchant_16,D05,Distributor_9,0.007
T0859,2025-01-17,C067,Customer_5,P024,Product_18,Clothing,479.79,M005,Merchant_50,D05,Distributor_10,0.007
T0860,2025-01-24,C043,Customer_28,P004,Product_47,Clothing,15.78,M015,Merchant_27,D01,Distributor_9,0.007
T0861,2025-01-10,C119,Customer_24,P037,Product_7,Clothing,58.65,M017,Merchant_13,D10,Distributor_1,0.007
T0862,2025-01-03,C135,Customer_39,P049,Product_33,Electronics,17.12,M026,Merchant_2,D10,Distributor_9,0.01
T0863,2025-01-29,C090,Customer_90,P006,Product_30,Groceries,229.56,M030,Merchant_30,D08,Distributor_5,0.005
T0864,2025-01-18,C111,Customer_60,P020,Product_22,Groceries,216.96,M014,Merchant_2,D04,Distributor_10,0.005
T0865,2025-01-27,C033,Customer_11,P002,Product_18,Groceries,315.94,M036,Merchant_13,D09,Distributor_3,0.005
T0866,2025-01-15,C043,Customer_155,P036,Product_2,Clothing,39.43,M019,Merchant_46,D07,Distributor_10,0.007
T0867,2025-01-07,C144,Customer_158,P001,Product_8,Clothing,348.02,M007,Merchant_14,D09,Distributor_8,0.007
T0868,2025-01-02,C173,Customer_173,P030,Product_37,Books,89.35,M029,Merchant_16,D06,Distributor_8,0.008
T0869,2025-01-17,C058,Customer_65,P002,Product_45,Electronics,304.81,M010,Merchant_8,D06,Distributor_5,0.01
T0870,2025-01-21,C091,Customer_146,P012,Product_40,Groceries,164.8,M041,Merchant_8,D10,Distributor_7,0.005
T0871,2025-01-16,C135,Customer_85,P018,Product_33,Groceries,15.59,M003,Merchant_26,D03,Distributor_4,0.005
T0872,2025-01-10,C066,Customer_16,P037,Product_24,Furniture,249.21,M013,Merchant_48,D05,Distributor_2,0.01
T0873,2025-01-03,C072,Customer_160,P047,Product_12,Electronics,97.7,M001,Merchant_24,D07,Distributor_5,0.01
T0874,2025-01-30,C073,Customer_22,P021,Product_2,Electronics,382.46,M040,Merchant_16,D03,Distributor_2,0.01
T0875,2025-01-31,C014,Customer_74,P013,Product_31,Furniture,25.95,M006,Merchant_12,D10,Distributor_4,0.01
T0876,2025-01-25,C200,Customer_129,P044,Product_4,Electronics,32.7,M011,Merchant_9,D07,Distributor_1,0.01
T0877,2025-01-27,C060,Customer_133,P042,Product_17,Groceries,222.33,M028,Merchant_48,D06,Distributor_1,0.005
T0878,2025-01-11,C190,Customer_100,P041,Product_9,Clothing,475.97,M001,Merchant_23,D10,Distributor_5,0.007
T0879,2025-01-28,C112,Customer_134,P025,Product_1,Clothing,456.14,M040,Merchant_7,D06,Distributor_1,0.007
T0880,2025-01-11,C134,Customer_179,P049,Product_38,Furniture,72.46,M023,Merchant_1,D07,Distributor_1,0.01
T0881,2025-01-13,C187,Customer_10,P022,Product_23,Electronics,128.03,M014,Merchant_25,D09,Distributor_6,0.01
T0882,2025-01-18,C005,Customer_58,P032,Product_34,Furniture,360.54,M018,Merchant_33,D07,Distributor_5,0.01
T0883,2025-01-09,C126,Customer_86,P042,Product_6,Groceries,224.59,M031,Merchant_9,D04,Distributor_9,0.005
T0884,2025-01-30,C176,Customer_8,P042,Product_42,Clothing,33.57,M045,Merchant_10,D02,Distributor_9,0.007
T0885,2025-01-05,C073,Customer_169,P035,Product_39,Electronics,315.57,M037,Merchant_27,D05,Distributor_6,0.01
T0886,2025-01-06,C142,Customer_8,P021,Product_4,Groceries,353.96,M029,Merchant_11,D03,Distributor_3,0.005
T0887,2025-01-15,C039,Customer_119,P004,Product_4,Books,230.72,M033,Merchant_31,D10,Distributor_1,0.008
T0888,2025-01-08,C089,Customer_13,P028,Product_5,Books,269.47,M026,Merchant_23,D09,Distributor_7,0.008
T0889,2025-01-28,C006,Customer_185,P013,Product_31,Groceries,169.0,M044,Merchant_38,D05,Distributor_9,0.005
T0890,2025-01-22,C056,Customer_79,P033,Product_16,Furniture,433.7,M003,Merchant_31,D10,Distributor_1,0.01
T0891,2025-01-16,C002,Customer_167,P015,Product_42,Electronics,461.31,M018,Merchant_4,D06,Distributor_4,0.01
T0892,2025-01-27,C103,Customer_98,P004,Product_25,Furniture,483.43,M024,Merchant_28,D10,Distributor_7,0.01
T0893,2025-01-26,C003,Customer_60,P006,Product_30,Electronics,31.43,M049,Merchant_17,D09,Distributor_6,0.01
T0894,2025-01-28,C084,Customer_76,P022,Product_23,Books,105.93,M042,Merchant_16,D07,Distributor_6,0.008
T0895,2025-01-05,C136,Customer_31,P028,Product_19,Electronics,300.0,M038,Merchant_28,D09,Distributor_6,0.01
T0896,2025-01-05,C025,Customer_183,P014,Product_11,Electronics,38.09,M008,Merchant_37,D01,Distributor_5,0.01
T0897,2025-01-18,C183,Customer_10,P023,Product_35,Electronics,291.5,M007,Merchant_47,D01,Distributor_3,0.01
T0898,2025-01-17,C188,Customer_184,P032,Product_37,Electronics,57.77,M007,Merchant_10,D06,Distributor_4,0.01
T0899,2025-01-19,C107,Customer_57,P021,Product_11,Furniture,318.99,M045,Merchant_35,D07,Distributor_3,0.01
T0900,2025-01-27,C152,Customer_76,P028,Product_34,Clothing,41.04,M039,Merchant_8,D10,Distributor_5,0.007
T0901,2025-01-05,C021,Customer_86,P035,Product_17,Groceries,32.11,M044,Merchant_31,D05,Distributor_9,0.005
T0902,2025-01-13,C176,Customer_78,P034,Product_41,Electronics,271.25,M012,Merchant_27,D03,Distributor_5,0.01
T0903,2025-01-04,C039,Customer_152,P018,Product_34,Furniture,302.9,M046,Merchant_5,D07,Distributor_1,0.01
T0904,2025-01-28,C187,Customer_120,P002,Product_28,Books,280.02,M043,Merchant_31,D05,Distributor_4,0.008
T0905,2025-01-07,C119,Customer_34,P019,Product_3,Groceries,133.02,M004,Merchant_34,D09,Distributor_1,0.005
T0906,2025-01-04,C143,Customer_12,P039,Product_44,Books,213.04,M029,Merchant_2,D09,Distributor_9,0.008
T0907,2025-01-07,C013,Customer_83,P026,Product_32,Books,478.22,M026,Merchant_42,D10,Distributor_2,0.008
T0908,2025-01-07,C027,Customer_80,P043,Product_43,Electronics,204.19,M047,Merchant_9,D10,Distributor_2,0.01
T0909,2025-01-12,C055,Customer_104,P034,Product_27,Clothing,171.96,M047,Merchant_13,D02,Distributor_1,0.007
T0910,2025-01-23,C075,Customer_121,P002,Product_40,Groceries,434.84,M023,Merchant_21,D03,Distributor_2,0.005
T0911,2025-01-10,C051,Customer_163,P017,Product_27,Furniture,276.3,M050,Merchant_6,D08,Distributor_7,0.01
T0912,2025-01-02,C188,Customer_185,P047,Product_16,Furniture,199.91,M017,Merchant_32,D10,Distributor_1,0.01
T0913,2025-01-17,C005,Customer_137,P040,Product_15,Electronics,144.83,M016,Merchant_35,D03,Distributor_8,0.01
T0914,2025-01-31,C026,Customer_69,P020,Product_30,Groceries,426.83,M038,Merchant_39,D05,Distributor_9,0.005
T0915,2025-01-03,C014,Customer_27,P031,Product_31,Groceries,58.85,M034,Merchant_49,D01,Distributor_1,0.005
T0916,2025-01-16,C025,Customer_92,P004,Product_34,Clothing,61.8,M039,Merchant_6,D05,Distributor_3,0.007
